############################################																																																																																																														
# Data of the Swiss Biodiversity Program belong to the Swiss Federal government and Florian Altermatt (florian.altermatt@eawag.ch) and may not be distributed or used without prior agreement. Florian Altermatt needs to be involved in all analyses done with these data and will be an author on the subsequent publications.																																																																																																														
############################################																																																																																																														
#Export 20160105 from EPT_IBCH_Localities20150826.txt and EPT_IBCH_Data20150826.txt																																																																																																														
#ID	#Response variables							#Explanatory variables BDM																												#Explanatory variables Seymour et al.																																			#Explanatory variables Katharina																																							
locality	alpha_EPT	alpha_IBCH	alpha_Eph	alpha_Ple	alpha_Tri	alpha_fam	alpha_genus	year	masl	drainage	Strahler_order	distance_to_outlet	catchment	width	depth	var_depth	var_waterlevel	river_bed_modified	natural_cascades	embankment_modifications	width_riparian_left	width_riparian_right	cascades	cascade_height	mud	turbidity	foam	FeS	clogging	waste	periphyton	algae	moss	macrophytes	MSK_class	Agriculture_prop_500m	Woods_prop_500m	Meadows_prop_500m	Settlement_prop_500m	Water_prop_500m	Agriculture_prop_1km	Woods_prop_1km	Meadows_prop_1km	Settlement_prop_1km	Water_prop_1km	Calcite_prop_1km	Agriculture_prop_5km	Woods_prop_5km	Meadows_prop_5km	Settlement_prop_5km	Water_prop_5km	Calcite_prop_5km	Agriculture_prop_10km	Woods_prop_10km	Meadows_prop_10km	Settlement_prop_10km	Water_prop_10km	Calcite_prop_10km	Agriculture_prop_100km	Woods_prop_100km	Meadows_prop_100km	Settlement_prop_100km	Water_prop_100km	Calcite_prop_100km	Agriculture_prop_1000km	Woods_prop_1000km	Meadows_prop_1000km	Settlement_prop_1000km	Water_prop_1000km	Calcite_prop_1000km	area_bdm_m2	watercourse_bdm_m	field_percentage	legume_percentage	potato_percentage	cereal_percentage	corn_percentage	fruit_percentage	rapeseed_percentage	rootvegetable_percentage	vegetable_percentage	vine_percentage	forest_percentage	green_percentage	facade_percentage	roof_percentage	facaderoof_percentage	settlement_percentage	disposalsite_190207_percentage	track_percentage	street_percentage	Q_amean_m3.s	Qvar_amean_m3.s	slope_mean	slope_max	Q_amax_m3.s	dam_count	hydropower_count	carbonate_per_carbonatesilicate	hydro_class	biogeo_class	floodplainwetland_percentage	area_total_m2	watercourse_total_m	decidious_per_forest	Masl_2	wastewater_m3.a	stormsewage_m3.a	canal_percentage	disposalsite_2004_percentage
536179	4	15	2	0	2	19	4	2013	434	RHEIN	2	256256	19582402	3.2	0.4	1_no	1_no	100	no	3_medium	0	0	no	NA	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	NA	1_no	4_artificial	0.453846154	0.015384615	0	0.015384615	0.007692308	0.453125	0.021875	0	0.0125	0.00625	0	0.451033243	0.024707996	0	0.018867925	0.001347709	0.045207252	0.37910525	0.072407551	0	0.044996121	0.000775795	0.077649025	0.381083105	0.070626404	0	0.044921388	0.00074869	0.085684983	0.381083105	0.070626404	0	0.044921388	0.00074869	0.14241032	11836305.66	5564.0232	84.15468774	1.510661145	1.282013857	28.95310336	16.04592048	0.090806977	6.304400498	7.692410661	12.02972456	0.053513067	3.959319748	11.16759111	0.446070526	0.350958522	0.797029048	2.125604792	0.000120213	0	1.472745	0.26	26	0.006113909	0.01118711	0.42	0	0	1	AARE	Mittelland	0	18782572	6889	0.110315789	448.2406863	842625	10031	8.655942411	0
539198	24	18	9	7	8	29	19	2009	730	RHEIN	3	252040	249125974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066225166	0.185430464	0.006622517	0.225165563	0	0.067940552	0.21656051	0.036093418	0.165605096	0.006369427	0.772710173	0.111395254	0.231178396	0.122545008	0.03089198	0.001841244	0.819288557	0.130160688	0.235275979	0.10621167	0.022133141	0.002466852	0.791517389	0.122603386	0.243567869	0.109447263	0.018881056	0.001728705	0.817691457	0.122603386	0.243567869	0.109447263	0.018881056	0.001728705	0.40242781	100781958.6	37647.7775	3.006563408	0	0.000140041	0.764645367	0.135549019	0.016050579	0.02562746	0.0009852	0	0	39.48866819	41.84855863	1.045774902	0.52548812	1.571263022	2.64169078	0.031948557	0.018309385	1.417299886	0.135915493	11.12676056	0.039385687	0.302292	0.95	0	0	1	AARE	Jura	0.384692154	215147237	77459	0.870898073	1071.952833	1068480	25440	4.685472829	0.049612054
542155	15	19	5	4	6	25	13	2010	759	RHONE	2	88510	2803063	3.5	0.15	2_medium	2_medium	10	no	1_no	15	15	1_no	0	1_no	1_no	2_medium	2_medium	2_medium	1_no	1_no	2_medium	2_medium	NA	2_low_impacted	0.102803738	0.345794393	0	0.046728972	0	0.130268199	0.222222222	0	0.141762452	0	0.507347848	0.110320285	0.233096085	0	0.151245552	0.001779359	0.254777673	0.113300493	0.234811166	0	0.146141215	0.001642036	0.254777673	0.113300493	0.234811166	0	0.146141215	0.001642036	0.254777673	0.113300493	0.234811166	0	0.146141215	0.001642036	1	2205736.097	3778.2965	5.798820051	0.073753399	0.051299587	2.546841461	0.875971856	0.067612459	0.508516031	0.134777508	0.064411302	0	45.46175096	2.145773994	8.153145309	4.528105426	12.68125074	40.38569801	0	0	1.705248047	NA	NA	0.143381227	0.5191967	NA	0	0	1	RHONE	Mittelland	0	2205736	3778	0.401821862	837.5095586	0	0	0	0
542171	22	22	11	5	6	33	20	2011	569	RHEIN	3	263217	12788857	3.5	0.2	3_high	3_high	0	no	1_no	16	16	1_no	0	1_no	1_no	3_high	2_medium	2_medium	1_no	1_no	2_medium	1_no	1_no	1_natural	0.15	0.35	0	0	0	0.244966443	0.251677852	0	0.003355705	0	0.503922289	0.354258297	0.12395042	0	0.021191523	0	0.27898729	0.358439552	0.1201236	0	0.020857474	0	0.275381699	0.358439552	0.1201236	0	0.020857474	0	0.275381699	0.358439552	0.1201236	0	0.020857474	0	0.086070929	12402426.12	16450.2827	51.33670513	0.754918973	2.366163079	21.75049741	3.944053113	0.56494895	4.965179719	4.469488344	2.469381398	0	23.41412731	23.32587404	1.040664205	0.59651295	1.637177155	3.315568099	0.080629386	0.024615613	1.4762309	0.0205	4.55	0.066847476	0.2270021	0.28	0	0	1	AARE	Mittelland	0	12402426	16450	0.685437128	648.7270855	0	0	0	0.080629386
548147	8	5	3	0	5	9	4	2013	537	RHONE	4	90511	15585397	6.09	0.35	3_high	3_high	0	yes	1_no	15	15	yes	120	NA	2_medium	2_medium	1_no	2_medium	2_medium	1_no	1_no	2_medium	NA	1_natural	0.221052632	0.063157895	0	0.2	0	0.213333333	0.053333333	0	0.204444444	0.022222222	0.561349519	0.326278085	0.095408662	0.001628134	0.056333442	0.017583849	0.182882699	0.326517773	0.094369299	0.001887386	0.057250708	0.017301038	0.183582992	0.326517773	0.094369299	0.001887386	0.057250708	0.017301038	0.183582992	0.326517773	0.094369299	0.001887386	0.057250708	0.017301038	0.75191518	15582081.35	17684.2392	28.60305401	0.083714772	0.089691684	10.18090625	5.287747004	1.216758948	0.971541638	0.000377152	0.204622615	0.979610388	16.54733808	36.14363614	2.479970167	1.1447662	3.624736368	7.137397709	0	0.095065631	3.032491222	0.036923077	8.666666667	0.059636791	0.2932279	0.49	0	0	1	RHONE	Mittelland	0	15582081	17684	0.709191987	699.0331506	0	0	0	0
548155	22	19	9	4	9	30	21	2011	750	RHEIN	3	289486	2938637	1.7	0.2	3_high	3_high	0	no	1_no	16	16	1_no	0	1_no	1_no	2_medium	2_medium	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0.379746835	0.056962025	0	0.063291139	0	0.313852814	0.132034632	0	0.054112554	0	0.116671438	0.305460751	0.134812287	0	0.058020478	0	0.151119706	0.300986842	0.138157895	0	0.059210526	0	0.151119706	0.300986842	0.138157895	0	0.059210526	0	0.151119706	0.300986842	0.138157895	0	0.059210526	0	0	2413811.393	5873.8554	36.82389444	0.220118852	0.210069213	17.32861349	4.821674123	0.919155351	2.427032271	0.00013296	0.111130912	0	32.61620195	20.93412471	2.588009332	1.197763645	3.785772977	8.424182729	0	0	3.413570043	NA	1.368421053	0.052498369	0.1228892	NA	0	0	1	RHONE	Mittelland	0	2413811	5873	0.928936896	793.0068627	0	0	0	0
548219	27	19	10	4	13	34	22	2010	629	RHONE	4	127176	895681912	10	1.5	3_high	3_high	0	yes	1_no	16	16	1_no	0	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	2_medium	2_medium	NA	1_natural	0.081081081	0.391891892	0.027027027	0	0	0.074468085	0.368794326	0.046099291	0.010638298	0	0.73411613	0.122920717	0.278245841	0.076258371	0.011449557	0.008857205	0.971810668	0.146429142	0.216648027	0.088991852	0.039223518	0.006470682	0.929084538	0.138675729	0.225169919	0.097950011	0.031572024	0.004494628	0.905323409	0.138675729	0.225169919	0.097950011	0.031572024	0.004494628	0.548424286	25784368.59	6232.873	0.254371961	0.004039847	0	0.037713062	0.002594763	0.05175335	0.00191417	0	0	0	39.25949373	38.1308629	1.157120442	0.471434067	1.628554509	2.874118012	0.03337728	0.01630844	2.31387617	NA	3.714285714	0.031067878	0.07594578	NA	0	1	1	RHONE	Jura	0.948202352	81024745	31330	0.858637322	1036.64441	0	0	0	0.116349562
551166	24	12	12	3	9	26	18	2009	540	RHEIN	5	266641	182395386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.132352941	0.323529412	0	0.014705882	0	0.25	0.222222222	0	0.013888889	0	0.334104105	0.352736549	0.105983302	0	0.038033395	0.002319109	0.2524672	0.361388286	0.098336949	0	0.037671728	0.001156905	0.300625378	0.327711568	0.113246228	0.019981413	0.03616335	0.000765362	0.262654885	0.327711568	0.113246228	0.019981413	0.03616335	0.000765362	0.422846358	25763006.83	40579.3663	37.88577935	0.112845051	0.698344046	13.0164617	4.562301453	0.278049302	1.710242593	0.489078179	0.061851699	0	22.50671095	37.27558865	1.976093017	0.878478234	2.854571251	5.827924812	0	0.053658272	1.791515582	0.359772727	3.363636364	0.082239366	0.582083471	6.49	0	0	1	AARE	Mittelland	0	182306381	374965	0.730584041	697.9867856	2191770	11613	0	0.07763069
554115	18	19	5	7	6	29	14	2012	1434	RHONE	2	130473	313338	1.1	0.2	3_high	3_high	0	yes	1_no	16	5	2_natural	40	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.251612903	0.187096774	0.032258065	0	0.002070393	0.271221532	0.17184265	0.031055901	0	0.910004069	0.023709902	0.142956764	0.271966527	0.023709902	0.00069735	0.946355177	0.022805805	0.143745681	0.271596406	0.02349689	0.000691085	0.946355177	0.022805805	0.143745681	0.271596406	0.02349689	0.000691085	0.946355177	0.022805805	0.143745681	0.271596406	0.02349689	0.000691085	0.293068333	325774.2234	1573.7244	0	0	0	0	0	0	0	0	0	0	23.63796348	48.74356704	0	0	0	0	0	0	1.66974509	NA	NA	0.401531524	0.51141366	NA	0	0	1	RHONE	Alpennordflanke	0	325774	1573	0.468222043	1710.780614	0	0	0	0
554131	26	16	5	11	10	32	21	2013	1156	RHONE	2	107323	6347628	2.4	0.4	3_high	3_high	0	no	1_no	15	15	yes	30	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	NA	1_natural	0.008333333	0.4	0.066666667	0	0	0.00952381	0.253968254	0.171428571	0	0	0.389080866	0.001759015	0.10466139	0.194371152	0.001759015	0	0.654548382	0.002599653	0.103119584	0.193240901	0.001733102	0	0.654548382	0.002599653	0.103119584	0.193240901	0.001733102	0	0.654548382	0.002599653	0.103119584	0.193240901	0.001733102	0	0.43152692	6366931.422	3769.369	0	0	0	0	0	0	0	0	0	0	17.88252364	33.61447223	0	0	0	0	0	0	0.105471815	NA	NA	0.134766508	0.187325492	NA	0	0	1	RHONE	Alpennordflanke	0	6366931	3769	0.902636351	1660.533862	0	0	0	0
554155	22	16	10	6	6	27	17	2012	640	RHEIN	5	281840	49840827	13	0.2	3_high	3_high	0	no	1_no	16	7	1_no	0	1_no	1_no	2_medium	2_medium	2_medium	2_medium	1_no	1_no	1_no	1_no	1_natural	0.2625	0.1625	0	0.075	0	0.328703704	0.111111111	0	0.060185185	0	0	0.35053554	0.100778968	0.005355404	0.039191821	0	0.060694709	0.290614281	0.118802619	0.054464193	0.031909365	0.000519696	0.192000196	0.283586565	0.12395042	0.056977209	0.031187525	0.0004998	0.202233956	0.283586565	0.12395042	0.056977209	0.031187525	0.0004998	0.237846213	23090967.01	33961.9703	21.44927757	3.96E-05	0.079454765	5.17855499	3.771808635	0.800800605	0.667144002	4.68E-05	0.011915911	0	17.14436533	51.70312953	1.864015147	0.853296385	2.717311532	5.869271105	0	0.027151284	2.164566039	0.285840708	7.787610619	0.052180737	0.2278855	2.01	0	0	1	AARE	Mittelland	1.406301579	49631122	126395	0.6934055	799.9808553	75915	9832	0	0.173227912
554163	16	20	4	4	8	30	15	2010	669	RHEIN	2	273871	3298593	1.3	0.2	2_medium	2_medium	0	no	2_low	1	15	1_no	0	1_no	1_no	1_no	2_medium	2_medium	1_no	1_no	1_no	NA	NA	2_low_impacted	0.467213115	0.024590164	0	0.008196721	0	0.445121951	0.018292683	0	0.036585366	0	0.052806002	0.314984709	0.149847095	0	0.033639144	0	0.243738838	0.317507418	0.146884273	0	0.034124629	0	0.243738838	0.317507418	0.146884273	0	0.034124629	0	0.243738838	0.317507418	0.146884273	0	0.034124629	0	0.035065673	2091896.843	3850.0209	24.86662498	0.073948497	0.457744493	8.541993168	2.994710454	0.006210478	1.12127992	0.320953043	0.040590867	0	42.33570905	25.77973906	2.478844233	1.036493753	3.515337987	6.601644734	0	0.09856067	2.03460114	NA	NA	0.11972485	0.3841907	NA	0	0	1	AARE	Mittelland	0	2091896	3850	0.944455959	791.2737263	0	0	0	0
554171	23	12	13	5	5	25	19	2013	490	RHEIN	6	258143	272998208	15.2	0.85	2_medium	1_no	50	no	4_high	15	15	yes	40	2_medium	2_medium	1_no	1_no	3_high	2_medium	1_no	1_no	2_medium	1_no	4_artificial	0.403846154	0.025641026	0	0.038461538	0.006410256	0.346938776	0.084183673	0	0.040816327	0.007653061	0.12344766	0.322254719	0.10901356	0	0.058760968	0.004520074	0.218759833	0.334891297	0.116351533	0	0.044118688	0.002549395	0.261871927	0.318986	0.126000658	0.013360383	0.038655554	0.001023504	0.25053912	0.318986	0.126000658	0.013360383	0.038655554	0.001023504	0.585676849	21875124.61	24950.8248	39.30988279	0.540372345	2.095102289	16.57271338	2.684341384	0.405965667	3.689100438	0.525514078	0.051108455	0	20.97008904	29.2450669	3.740393082	1.788257718	5.5286508	8.890248011	0.091428051	0.040860913	1.980473414	1.257678571	7.714285714	0.09647365	0.4829429	9.32	0	0	1	AARE	Mittelland	0	272999755	527849	0.535868491	637.521206	0	0	0	0.091428051
560139	6	10	1	5	0	15	6	2012	383	RHONE	2	100481	3294985	4.78	0.12	2_medium	3_high	20	no	4_high	2.7	2.5	3_artificial	150	1_no	1_no	1_no	1_no	3_high	1_no	1_no	2_medium	1_no	2_medium	3_high_impacted	0.02	0.23	0	0.19	0.06	0.047619048	0.295238095	0	0.120634921	0.034920635	0.683324212	0.024169184	0.348942598	0.021148036	0.083081571	0.021148036	0.766146466	0.024169184	0.348942598	0.021148036	0.083081571	0.021148036	0.766146466	0.024169184	0.348942598	0.021148036	0.083081571	0.021148036	0.766146466	0.024169184	0.348942598	0.021148036	0.083081571	0.021148036	0.048738846	81373.69126	257.328	0	0	0	0	0	0	0	0	0	0	64.99922126	0	9.131922242	2.810788874	11.94271112	31.16790556	0	0.517700369	4.090004771	NA	NA	0.3985021	0.3985021	NA	0	0	1	RHONE	Alpennordflanke	0	81373	257	0.536184211	472.7432542	0	0	0	0
