#All EPT species ever collected in the monitoring																		
speciesID	species	genus	family	order	class	IBCH_EPT	grazer_scraper	miner	xylophagous	shredder	gatherer_collector	active_filter_feeder	passive_filter_feeder	predator	parasite	other	comments	Total
5565	Potamanthus_luteus	Potamanthus	Potamanthidae	Ephemeroptera	Insecta	EPT	0	0	0	0	9	1	0	0	0	0	NA	10
5592	Siphlonurus_lacustris	Siphlonurus	Siphlonuridae	Ephemeroptera	Insecta	EPT	0	0	0	0	10	0	0	0	0	0	NA	10
5605	Capnia_bifrons	Capnia	Capniidae	Plecoptera	Insecta	EPT	2	0	0	6	2	0	0	0	0	0	NA	10
5606	Capnia_nigra	Capnia	Capniidae	Plecoptera	Insecta	EPT	1	0	0	4	5	0	0	0	0	0	NA	10
5607	Capnia_vidua	Capnia	Capniidae	Plecoptera	Insecta	EPT	2	0	0	6	2	0	0	0	0	0	NA	10
5608	Capnioneura_nemuroides	Capnioneura	Capniidae	Plecoptera	Insecta	EPT	2	0	0	6	2	0	0	0	0	0	NA	10
5609	Chloroperla_susemicheli	Chloroperla	Chloroperlidae	Plecoptera	Insecta	EPT	1	0	0	1	2	0	0	6	0	0	NA	10
5610	Chloroperla_tripunctata	Chloroperla	Chloroperlidae	Plecoptera	Insecta	EPT	1	0	0	1	2	0	0	6	0	0	NA	10
5705	Siphonoperla_montana	Siphonoperla	Chloroperlidae	Plecoptera	Insecta	EPT	1	0	0	1	2	0	0	6	0	0	NA	10
5706	Siphonoperla_torrentium	Siphonoperla	Chloroperlidae	Plecoptera	Insecta	EPT	1	0	0	1	2	0	0	6	0	0	NA	10
5632	Leuctra_braueri	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
6063	Leuctra_Komplex	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
5646	Leuctra_major	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
5650	Leuctra_nigra	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
5658	Leuctra_schmidi	Leuctra	Leuctridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
5595	Amphinemura_standfussi	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	5	0	0	2	3	0	0	0	0	0	NA	10
5596	Amphinemura_sulcicollis_Komplex	Amphinemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	3	4	0	0	0	0	0	NA	10
5679	Nemoura_Komplex	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	0	0	0	7	3	0	0	0	0	0	NA	10
5670	Nemoura_minima	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	0	0	0	7	3	0	0	0	0	0	NA	10
5671	Nemoura_mortoni	Nemoura	Nemouridae	Plecoptera	Insecta	EPT	1	0	0	2	7	0	0	0	0	0	NA	10
5680	Nemurella_pictetii	Nemurella	Nemouridae	Plecoptera	Insecta	EPT	2	0	0	4	4	0	0	0	0	0	NA	10
5690	Protonemura_auberti_Komplex	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5692	Protonemura_brevistyla	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5693	Protonemura_intricata	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	1	0	0	2	7	0	0	0	0	0	NA	10
5694	Protonemura_lateralis	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5695	Protonemura_meyeri	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5697	Protonemura_nimborum	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5698	Protonemura_nitida	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5699	Protonemura_praecox	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
NA	Protonemura_sp	Protonemura	Nemouridae	Plecoptera	Insecta	EPT	3	0	0	5	2	0	0	0	0	0	NA	10
5615	Dinocras_ferreri	Dinocras	Perlidae	Plecoptera	Insecta	EPT	1	0	0	0	0	0	0	9	0	0	NA	10
5682	Perla_grandis	Perla	Perlidae	Plecoptera	Insecta	EPT	1	0	0	0	0	0	0	9	0	0	NA	10
5683	Perla_marginata	Perla	Perlidae	Plecoptera	Insecta	EPT	1	0	0	0	0	0	0	9	0	0	NA	10
5598	Besdolus_imhoffi	Besdolus	Perlodidae	Plecoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
5613	Dictyogenus_Komplex	Dictyogenus	Perlodidae	Plecoptera	Insecta	EPT	0	0	0	0	2	0	0	8	0	0	NA	10
5614	Dinocras_cephalotes	Dinocras	Perlodidae	Plecoptera	Insecta	EPT	1	0	0	0	0	0	0	9	0	0	NA	10
5616	Dinocras_megacephala	Dinocras	Perlodidae	Plecoptera	Insecta	EPT	1	0	0	0	0	0	0	9	0	0	NA	10
5625	Isoperla_Komplex	Isoperla	Perlodidae	Plecoptera	Insecta	EPT	1	0	0	1	1	0	0	7	0	0	NA	10
5685	Perlodes_intricatus	Perlodes	Perlodidae	Plecoptera	Insecta	EPT	1	0	0	1	1	0	0	7	0	0	NA	10
5686	Perlodes_jurassicus	Perlodes	Perlodidae	Plecoptera	Insecta	EPT	2	0	0	0	0	0	0	8	0	0	NA	10
5687	Perlodes_microcephalus	Perlodes	Perlodidae	Plecoptera	Insecta	EPT	2	0	0	0	0	0	0	8	0	0	NA	10
5602	Brachyptera_risi	Brachyptera	Taeniopterygidae	Plecoptera	Insecta	EPT	7	0	0	0	3	0	0	0	0	0	NA	10
5603	Brachyptera_seticornis	Brachyptera	Taeniopterygidae	Plecoptera	Insecta	EPT	7	0	0	3	0	0	0	0	0	0	NA	10
5704	Rhabdiopteryx_Komplex	Rhabdiopteryx	Taeniopterygidae	Plecoptera	Insecta	EPT	2	0	0	6	2	0	0	0	0	0	NA	10
NA	Taeniopteryx_kuehtreiberi	Taeniopteryx	Taeniopterygidae	Plecoptera	Insecta	EPT	3	0	0	2	5	0	0	0	0	0	NA	10
5750	Beraea_maurus	Beraea	Beraeidae	Trichoptera	Insecta	EPT	3	0	0	7	0	0	0	0	0	0	NA	10
5751	Beraea_pullata	Beraea	Beraeidae	Trichoptera	Insecta	EPT	2	0	0	2	6	0	0	0	0	0	NA	10
NA	Ernodes_Komplex	Ernodes	Beraeidae	Trichoptera	Insecta	EPT	0	0	0	5	5	0	0	0	0	0	NA	10
5916	Micrasema_morosum	Micrasema	Brachycentridae	Trichoptera	Insecta	EPT	5	0	0	5	0	0	0	0	0	0	NA	10
5917	Micrasema_setiferum	Micrasema	Brachycentridae	Trichoptera	Insecta	EPT	5	0	0	5	0	0	0	0	0	0	NA	10
5715	Agapetus_fuscipes	Agapetus	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	2	0	0	0	0	0	0	NA	10
NA	Agapetus_laniger	Agapetus	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	0	2	0	0	0	0	0	NA	10
5718	Agapetus_ochripes	Agapetus	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	2	0	0	0	0	0	0	NA	10
5757	Catagapetus_nigrans	Catagapetus	Glossosomatidae	Trichoptera	Insecta	EPT	10	0	0	0	0	0	0	0	0	0	NA	10
5813	Glossosoma_Komplex	Glossosoma	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	0	2	0	0	0	0	0	NA	10
6027	Synagapetus_dubitans	Synagapetus	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	0	2	0	0	0	0	0	NA	10
6028	Synagapetus_iridipennis	Synagapetus	Glossosomatidae	Trichoptera	Insecta	EPT	8	0	0	0	2	0	0	0	0	0	NA	10
5815	Goera_pilosa	Goera	Goeridae	Trichoptera	Insecta	EPT	9	0	0	0	1	0	0	0	0	0	NA	10
5903	Lithax_niger	Lithax	Goeridae	Trichoptera	Insecta	EPT	9	0	0	0	1	0	0	0	0	0	NA	10
6015	Silo_nigricornis	Silo	Goeridae	Trichoptera	Insecta	EPT	9	0	0	0	1	0	0	0	0	0	NA	10
6016	Silo_pallipes	Silo	Goeridae	Trichoptera	Insecta	EPT	9	0	0	0	1	0	0	0	0	0	NA	10
6017	Silo_piceus	Silo	Goeridae	Trichoptera	Insecta	EPT	9	0	0	0	1	0	0	0	0	0	NA	10
5776	Cheumatopsyche_lepida	Cheumatopsyche	Hydropsychidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	5	3	0	0	NA	10
5786	Diplectrona_atra	Diplectrona	Hydropsychidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	5	3	0	0	Diplectrona_magna	10
5844	Hydropsyche_Komplex	Hydropsyche	Hydropsychidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	5	3	0	0	NA	10
5842	Hydropsyche_siltalai	Hydropsyche	Hydropsychidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	5	3	0	0	NA	10
5861	Hydroptila_Komplex	Hydroptila	Hydroptilidae	Trichoptera	Insecta	EPT	0	0	0	0	5	0	0	0	0	5	NA	10
6021	Stactobia_Komplex	Stactobia	Hydroptilidae	Trichoptera	Insecta	EPT	10	0	0	0	0	0	0	0	0	0	NA	10
5779	Crunoecia_irrorata	Crunoecia	Lepidostomatidae	Trichoptera	Insecta	EPT	0	0	5	3	0	0	0	2	0	0	NA	10
5866	Lepidostoma_basale	Lepidostoma	Lepidostomatidae	Trichoptera	Insecta	EPT	5	0	3	2	0	0	0	0	0	0	NA	10
5867	Lepidostoma_hirtum	Lepidostoma	Lepidostomatidae	Trichoptera	Insecta	EPT	5	0	3	2	0	0	0	0	0	0	NA	10
5749	Athripsodes_Komplex	Athripsodes	Leptoceridae	Trichoptera	Insecta	EPT	0	0	0	5	3	0	0	2	0	0	NA	10
5759	Ceraclea_annulicornis	Ceraclea	Leptoceridae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	0	0	10	Ceraclea_fulva	10
5761	Ceraclea_dissimilis	Ceraclea	Leptoceridae	Trichoptera	Insecta	EPT	0	0	0	5	5	0	0	0	0	0	NA	10
5926	Mystacides_azurea	Mystacides	Leptoceridae	Trichoptera	Insecta	EPT	2	0	0	2	5	0	0	1	0	0	NA	10
5937	Oecetis_testacea	Oecetis	Leptoceridae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
5736	Anabolia_Komplex	Anabolia	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	5	1	0	0	2	0	0	NA	10
5767	Chaetopt._AND_Stenoph._Komplex_Gruppe_Auricollis	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	6	0	0	0	2	0	0	NA	10
5768	Chaetopt._AND_Stenoph._Komplex_Gruppe_Cingulatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	6	0	0	0	2	0	0	NA	10
5769	Chaetopt._AND_Stenoph._Komplex_Gruppe_Digitatus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	1	0	0	7	0	0	0	2	0	0	NA	10
5770	Chaetopt._AND_Stenoph._Komplex_Gruppe_Permistus	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	6	0	0	0	2	0	0	NA	10
5771	Chaetopterygini_AND_Stenophylacini_Komplex	Chaetopterygini_AND_Stenophylacini	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	6	0	0	0	2	0	0	NA	10
5780	Cryptothrix_nebulicola	Cryptothrix	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	4	4	0	0	NA	10
5787	Drusus_alpinus	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	1	0	0	9	0	0	0	0	0	0	NA	10
5788	Drusus_annulatus	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5789	Drusus_biguttatus	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5792	Drusus_discolor	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	1	0	0	0	0	0	4	5	0	0	NA	10
5794	Drusus_melanchaetes	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5795	Drusus_mixtus	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	3.378	0	0	1.313	0.569	0	2.275	2.465	0	0	averaged_genus	10
5796	Drusus_monticola	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5797	Drusus_muelleri	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	0	0	0	4	4	0	0	NA	10
5798	Drusus_nigrescens	Drusus	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5801	Ecclisopteryx_guttulata	Ecclisopteryx	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5802	Ecclisopteryx_madida	Ecclisopteryx	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5814	Glyphotaelius_pellucidus	Glyphotaelius	Limnephilidae	Trichoptera	Insecta	EPT	1	0	0	6	0	0	0	3	0	0	NA	10
5872	Limnephilini_Komplex	Limnephilini	Limnephilidae	Trichoptera	Insecta	EPT	2	0	0	5	0	0	0	3	0	0	NA	10
5908	Melampophylax_mucoreus	Melampophylax	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	0	0	0	1	0	0	NA	10
5911	Metanoea_flavipennis	Metanoea	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	averaged_genus	10
5912	Metanoea_rhaetica	Metanoea	Limnephilidae	Trichoptera	Insecta	EPT	8	0	0	1	1	0	0	0	0	0	NA	10
5932	Odontocerum_albicorne	Odontocerum	Odontoceridae	Trichoptera	Insecta	EPT	3	0	0	3	0	0	0	4	0	0	NA	10
5950	Philopotamus_ludificatus	Philopotamus	Philopotamidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	10	0	0	0	NA	10
5952	Philopotamus_variegatus	Philopotamus	Philopotamidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	10	0	0	0	NA	10
6051	Wormaldia_Komplex	Wormaldia	Philopotamidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	10	0	0	0	NA	10
5725	Phryganea_Komplex	Phyragnea	Phryganeidae	Trichoptera	Insecta	EPT	1	0	0	2	1	0	0	6	0	0	NA	10
5826	Holocentropus_Komplex	Holocentropus	Polycentropodidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	1	9	0	0	NA	10
5961	Plectrocnemia_Komplex	Plectrocnemia	Polycentropodidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	1	9	0	0	NA	10
5969	Polycentropus_Komplex	Polycentropus	Polycentropodidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	1	9	0	0	NA	10
5906	Lype_reducta	Lype	Psychomyiidae	Trichoptera	Insecta	EPT	8	0	2	0	0	0	0	0	0	0	NA	10
5977	Psychomyia_pusilla	Psychomyia	Psychomyiidae	Trichoptera	Insecta	EPT	6	0	0	0	2	0	1	1	0	0	NA	10
6041	Tinodes_Komplex	Tinodes	Psychomyiidae	Trichoptera	Insecta	EPT	8	0	0	0	1	0	1	0	0	0	NA	10
6039	Tinodes_waeneri	Tinodes	Psychomyiidae	Trichoptera	Insecta	EPT	7	0	0	0	1	0	1	1	0	0	NA	10
5978	Ptilocolepus_granulatus	Ptilocolepus	Ptilocolepidae	Trichoptera	Insecta	EPT	2	0	0	6	2	0	0	0	0	0	NA	10
5987	Rhyacophila_Hyporhyacophila_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
5989	Rhyacophila_intermedia	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
5999	Rhyacophila_rectispina	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
6006	Rhyacophila_sensu_str_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	0	0	0	0	0	0	0	10	0	0	NA	10
6002	Rhyacophila_torrentium_Komplex	Rhyacophila	Rhyacophilidae	Trichoptera	Insecta	EPT	1	0	0	1	0	0	0	8	0	0	NA	10
5931	Notidobia_ciliaris	Notidobia	Sericostomatidae	Trichoptera	Insecta	EPT	0	0	0	10	0	0	0	0	0	0	NA	10
6012	Sericostoma_Komplex	Sericostoma	Sericostomatidae	Trichoptera	Insecta	EPT	0	0	0	9	0	0	0	1	0	0	NA	10
